datestart,ADBE,ADP,ADSK,AKAM,ALTR,ALXN,AMAT,AMGN,AMZN,APOL,ATVI,BBBY,BIDU,BIIB,BMC,BRCM,CA,CELG,CERN,CHKP,CHRW,CMCSA,COST,CSCO,CTRP,CTSH,CTXS,DELL,DLTR,DTV,EA,EBAY,ESRX,EXPE,FAST,FFIV,FISV,FLEX,FLIR,FSLR,GILD,GMCR,GRMN,HSIC,ILMN,INFY,INTU,ISRG,JOY,KLAC,LIFE,LINTA,LLTC,LRCX,MAT,MCHP,MRVL,MU,MXIM,MYL,NFLX,NIHD,NTAP,NVDA,NWSA,ORCL,PAYX,PCAR,PCLN,QCOM,ROST,SBUX,SHLD,SIAL,SIRI,SNDK,SPLS,SRCL,STX,SYMC,TEVA,URBN,VMED,VOD,VRSN,VRTX,WCRX,WFM,WYNN,XLNX,XRAY,YHOO
12-Apr-13,5257,8,602,62,2395,7,8,67,75687,1,287,0,621,23,39,72,7,116,231,1,4,1941,2778,2854,10,144,340,18890,328,1583,452,25479,27,643,29,29,46,14,2,356,16,30,1133,12,179,1252,358,10,11,5,49,56,8,13,854,3,9,6,7,83,24687,11,208,3208,148,3516,25,20,139,328,73,52278,45,2,35,477,2371,7,4,254,11,3158,225,3945,63,3,20,1537,9,26,5,42028
15-Apr-13,7122,4,524,46,4487,7,2,41,82129,20,241,0,1113,15,14,60,1,16,211,1,7,2947,1881,2302,5,114,795,23533,289,1304,1492,32166,16,335,36,16,101,10,4,93,20,48,1228,7,288,295,448,22,22,1,1028,15,0,2,409,0,1,12,7,64,19093,6,277,2114,266,2870,41,24,170,149,51,47152,46,9,35,592,2526,6,4,388,0,1511,1060,4524,24,2,10,1233,10,26,11,41525
16-Apr-13,6740,7,651,53,4005,2,2,173,84989,9,484,0,790,10,7,104,1,33,236,0,23,2360,2724,3037,1,139,488,25841,287,5643,1072,26304,56,401,25,8,157,22,3,114,11,36,1035,14,244,270,899,6,2,0,197,6,16,2,490,6,1,8,2,60,21006,2,292,2042,553,4819,14,13,144,264,9,46209,31,6,15,618,3191,64,4,1509,0,1191,367,3816,18,3,2,1393,7,23,25,60583
17-Apr-13,6321,2,514,68,3733,2,0,134,86612,28,523,1,484,41,6,50,4,14,183,0,2,2378,2440,3655,5,174,459,25308,340,2354,1538,31442,33,2247,25,12,125,46,7,87,7,52,1219,14,265,246,535,20,7,2,101,46,7,12,1843,4,4,40,8,73,18625,0,237,1922,349,7228,19,21,127,605,14,52434,39,15,43,824,2896,26,5,1359,7,2535,371,4279,38,7,3,1633,0,15,8,51332
18-Apr-13,5836,2,534,120,2628,4,2,236,83189,12,433,0,1093,13,10,124,0,26,271,4,2,1698,1969,2722,0,114,598,24327,322,1370,193,37868,37,437,31,10,92,86,7,41,10,46,1169,7,312,131,569,57,0,4,36,11,16,2,577,0,1,6,11,85,17476,1,224,2586,380,3977,19,20,133,308,6,50240,50,3,26,850,1803,5,9,753,1,1504,363,4067,17,9,4,1555,3,32,8,60416
19-Apr-13,4479,7,449,140,2508,9,6,80,106225,3,378,2,225,8,3,64,1,33,252,3,3,1755,2475,2768,3,116,631,28785,406,2444,339,24746,63,340,24,13,49,12,6,41,31,31,1130,17,187,99,608,52,2,2,48,41,6,0,352,0,3,14,24,61,23299,19,172,1256,110,3373,23,35,92,198,17,59301,57,1,40,480,3204,24,15,403,1,1930,264,3332,22,116,3,1441,5,35,6,45456
22-Apr-13,4852,3,488,75,2620,15,20,119,78822,19,410,1,780,22,10,232,5,44,624,58,6,2033,2444,2723,0,155,544,25807,390,1401,328,30873,40,423,12,10,29,26,3,52,30,38,1384,31,312,78,723,10,0,3,70,6,5,1,406,3,0,9,4,119,31285,2,170,1593,2407,3653,39,19,250,534,9,51874,37,0,139,668,2024,40,3,514,2,2662,295,8368,14,13,20,1453,31,28,7,51575
23-Apr-13,5018,1,488,1171,2652,10,17,217,77963,12,769,1,566,28,16,293,5,40,349,15,2,1979,1888,2615,13,136,395,23119,283,3203,284,26931,51,412,22,22,43,25,14,111,18,30,1228,13,261,193,507,16,1,6,76,2,2,12,570,2,3,3,4,59,27810,4,227,2628,380,4269,11,109,171,336,23,46905,45,0,23,683,1701,15,2,386,6,1289,438,7521,13,6,5,1230,5,29,2,44733
24-Apr-13,7310,1,490,456,2604,10,9,229,95478,35,1166,0,328,19,26,195,3,33,464,3,5,2131,2165,3511,4,117,620,24363,337,4181,181,28608,22,2184,15,24,32,17,4,142,12,58,1267,30,233,198,738,6,3,1,33,3,1,27,607,0,0,3,18,62,21520,0,238,2292,98,4480,20,40,221,1598,15,55767,21,2,28,554,3357,27,3,331,8,2360,913,5432,23,20,3,1742,5,82,2,44894
25-Apr-13,6043,7,554,459,2368,67,3,215,89087,7,405,0,650,86,5,73,1,137,301,4,2,1834,2116,3582,1,168,584,20374,427,1405,504,26111,32,485,18,34,118,20,4,147,15,27,1346,23,409,138,617,10,7,63,30,3,2,6,408,4,5,1,22,66,18879,3,316,1940,245,3080,23,26,97,867,8,53344,35,21,37,671,1744,8,18,425,1,1059,889,5492,76,8,4,1466,62,36,11,44600
26-Apr-13,4359,6,541,112,1791,11,4,71,81109,6,420,1,1274,9,6,73,3,59,404,1,3,2107,2470,2726,2,152,396,20403,388,2402,578,25790,43,611,28,35,45,21,29,43,9,63,1090,17,194,86,1077,9,0,18,54,4,1,3,483,4,0,12,9,64,17781,6,291,1447,952,3944,14,19,103,1334,13,57649,83,3,55,734,2395,11,3,237,0,1358,368,3557,68,17,1,1470,38,27,15,41071
29-Apr-13,5543,5,425,86,2038,13,3,69,77033,2,966,0,330,18,8,54,1,122,286,2,2,2145,2167,2389,27,119,497,26124,291,1342,196,27131,156,531,25,11,61,9,17,77,149,37,1088,2,347,238,697,40,0,1,20,3,0,3,415,2,0,2,10,86,20465,52,216,981,99,3624,19,36,156,632,10,52800,35,1,23,415,2945,11,11,257,2,2222,232,4774,17,7,1,1661,48,35,8,46108
30-Apr-13,5289,2,692,69,2594,9,1,111,92501,36,647,0,313,11,9,33,9,38,243,2,0,2000,1996,2742,32,112,393,21851,294,1670,170,26533,60,650,23,17,44,163,22,85,43,37,959,5,354,155,755,11,1,0,19,14,3,0,472,14,3,5,5,221,17819,4,229,946,283,3481,47,33,101,716,0,55829,52,3,198,503,1900,7,25,1171,5,1547,267,3468,44,82,1,1352,8,28,4,50600
1-May-13,5364,9,487,86,3351,3,13,301,79579,8,3670,0,216,17,50,66,5,13,334,1,1,3148,2685,2336,4,125,530,16670,430,2955,356,28378,21,1479,25,8,49,17,7,66,10,91,1199,8,238,79,733,4,2,1,29,37,12,0,369,8,4,11,2,69,32491,15,216,984,43,3321,35,21,161,635,21,60910,80,2,48,405,2426,14,24,334,19,1266,545,2568,46,9,2,2122,7,22,9,49933
2-May-13,9660,4,451,74,2321,29,3,132,80082,8,1285,1,371,14,10,48,2,16,236,1,8,2618,1950,2321,6,158,1408,23155,376,2219,244,25075,32,620,34,15,69,22,1,62,153,60,1278,10,335,93,601,7,1,6,29,7,1,4,425,21,8,19,4,77,20602,80,238,1407,25,3980,47,28,200,347,20,55246,26,4,61,474,1897,15,43,272,49,1701,239,3111,25,5,3,1677,14,9,8,48078
3-May-13,7639,18,386,80,1829,9,14,94,81144,17,566,3,399,26,9,49,3,9,260,4,64,2521,2356,2131,4,140,527,23647,305,1874,212,25071,31,403,59,9,35,39,4,186,64,35,1219,14,279,151,561,9,6,0,94,3,1,4,455,19,29,17,8,95,17420,17,464,1172,54,3295,30,36,237,338,27,77538,46,1,35,479,6350,10,11,188,22,1104,203,3706,26,13,0,1403,6,21,5,41562
6-May-13,54039,12,483,151,2898,17,11,135,87423,13,556,0,322,15,1687,42,1,99,248,22,4,3077,2739,3021,1,145,477,26179,452,1824,7230,27136,73,348,30,13,26,12,1,583,14,61,1235,23,285,90,500,9,0,0,18,14,1,4,529,4,0,11,2,58,22777,2,269,957,50,3411,23,37,148,1725,37,74983,11,1,25,481,2839,4,8,310,9,1237,148,3347,40,1,2,1850,2,33,11,39493
7-May-13,29642,3,498,269,2667,27,35,114,78555,11,772,0,785,46,204,109,2,26,290,4,3,2457,2349,3635,1,189,571,28612,360,2533,2679,26336,34,576,90,4,61,20,4,580,18,25,1175,70,261,204,555,14,4,1,25,41,3,3,426,3,6,6,19,56,19778,4,236,1171,34,3413,41,39,97,1130,16,63673,31,15,32,792,3107,13,82,833,2,1149,234,3900,21,12,11,2292,2,39,4,43147
8-May-13,17121,4,488,227,1993,29,10,123,81564,3,1202,0,347,24,106,118,12,30,269,0,3,2095,2085,3678,8,858,634,24482,308,1503,2140,25652,22,1463,75,6,47,3,10,141,11,228,1134,19,258,93,449,3,3,10,30,226,2,2,362,5,2,7,5,106,17509,6,311,1016,1088,3623,35,16,157,512,28,57901,18,2,36,963,2190,11,48,588,113,1312,926,3933,13,7,2,2211,6,41,7,46902
9-May-13,12442,2,570,74,2295,11,338,204,83678,12,1107,1,274,12,31,78,4,26,387,4,5,2490,2504,2934,13,264,581,25246,411,1355,710,25786,32,603,34,8,33,17,0,253,2,277,1041,11,197,89,413,10,1,0,40,7,4,4,469,2,1,20,3,52,27343,1,221,1703,716,3935,31,27,430,326,29,63072,59,4,21,546,2038,17,12,263,2,1265,556,3767,79,10,11,1848,2,33,28,51412
10-May-13,8660,5,403,75,2736,7,24,324,75750,6,471,1,618,12,36,52,1,4,225,2,3,1659,2637,2335,8,120,368,22172,361,1378,325,22988,10,325,17,2,7,14,2,190,7,51,1763,8,270,88,453,71,1,3,15,43,3,2,281,0,0,17,3,92,18630,2,299,1581,121,2947,18,23,400,263,8,59815,88,3,14,439,1754,4,3,197,6,1001,245,3140,16,10,338,3200,7,18,8,39492
13-May-13,7428,6,457,66,1973,18,12,699,81640,5,388,1,497,60,18,67,5,17,484,0,3,1750,1851,2481,5,120,353,27882,358,1351,185,24679,20,570,18,8,8,28,3,150,6,41,1030,12,854,972,284,23,11,20,26,8,3,1,424,5,3,6,5,69,22589,2,216,1123,101,2684,11,16,83,498,5,45130,32,16,14,446,2435,3,14,238,0,1406,251,3388,18,1,69,1481,1,19,11,38321
14-May-13,6892,8,650,35,2194,18,33,499,80912,10,391,1,295,29,19,56,11,45,410,2,4,2054,2563,3153,4,132,377,22064,452,1191,229,26908,20,307,30,1,19,20,6,65,13,39,1252,3,358,100,330,23,1,1,15,0,3,0,511,1,7,3,6,107,22509,2,379,8717,84,3358,6,11,122,608,22,46506,17,8,28,333,3271,11,17,303,7,1286,316,4314,16,2,21,1820,0,21,18,38620
15-May-13,6944,4,600,97,1823,8,9,315,75204,8,415,1,397,11,17,49,2,19,286,17,0,1979,2650,3922,3,139,462,22287,591,1420,330,25194,10,1319,11,7,77,21,15,37,5,43,1690,6,381,84,321,11,0,1,24,29,2,5,524,3,0,3,3,133,20369,2,229,3216,139,3912,29,22,120,432,13,49716,36,9,16,549,1979,5,16,267,0,914,236,9644,22,2,14,1576,28,17,7,37612
16-May-13,7030,0,604,67,1930,4,42,428,85709,5,484,2,661,30,14,38,3,18,301,8,2,2026,2291,4850,6,98,413,26901,458,1016,942,25048,23,599,17,3,14,21,16,37,3,48,2196,17,281,189,164,9,2,5,22,35,1,0,431,17,3,4,2,102,14585,9,518,1701,47,3898,56,16,136,307,14,45109,14,9,17,503,2531,11,25,224,1,1187,250,4698,41,4,16,1261,8,27,7,41192
17-May-13,6212,0,667,48,1660,7,47,327,76496,2,289,1,444,39,28,64,33,15,256,3,0,1889,2550,2684,3,91,518,24171,369,3691,643,23502,12,289,20,2,22,13,9,46,24,23,1291,21,281,111,137,8,1,2,16,12,2,1,367,4,4,3,6,92,16357,7,242,3420,63,3901,43,25,128,648,17,54363,46,1,45,400,1766,19,31,307,2,1404,269,3692,11,5,45,1641,3,22,8,60159
20-May-13,5862,0,668,42,1706,5,2,177,73074,3,406,0,437,4,8,88,2,30,378,0,0,2188,2396,2649,1,116,812,27866,517,2534,286,27586,15,240,33,2,20,26,4,75,6,40,1356,6,287,142,165,6,1,0,31,4,1,1,514,3,2,1,1,65,21721,2,312,2823,58,2512,21,23,116,186,16,53046,36,8,38,614,1689,9,6,299,2,1325,365,3406,38,3,2079,1516,0,34,15,233530
29-May-13,5060,5,441,88,2231,22,5,195,91285,4,452,0,184,62,9,235,6,9,317,3,1,3790,5293,4355,6,136,584,22486,444,2791,137,29225,15,2045,33,11,12,16,2,65,14,78,1157,10,369,179,249,14,8,1,15,0,9,0,487,5,1,2,5,68,27930,1,448,1817,908,2798,32,8,157,667,7,58518,17,1,25,547,3331,28,5,297,1,1346,298,3547,22,6,13,1357,3,70,3,55644
30-May-13,5691,5,323,40,1832,17,3,61,57650,5,290,1,317,37,5,308,1,17,212,0,1,1712,3504,2252,0,47,496,17351,325,1665,260,22110,24,317,23,2,15,72,0,176,6,18,1147,4,255,89,139,12,80,0,6,11,3,2,372,6,4,0,4,35,18289,3,243,4638,399,3677,12,17,120,210,3,39170,22,6,17,405,1946,18,2,194,2,840,353,3081,37,5,13,1122,1,40,6,37825
31-May-13,6939,4,349,92,1272,12,5,66,66050,3,274,0,438,18,7,158,4,126,179,0,1,2167,3503,2862,1,63,398,20870,335,1617,209,21103,14,329,35,3,8,26,2,45,6,38,1100,6,305,127,126,5,7,1,19,7,1,16,383,2,2,4,4,51,20636,1,193,2618,409,3447,24,8,125,181,12,79227,33,2,38,618,2182,14,15,193,3,1055,313,4551,33,29,6,2007,1,26,3,50286
3-Jun-13,5344,5,277,107,1666,14,23,93,71754,3,239,0,539,11,4,248,3,53,324,1,1,2326,3237,2595,2,86,508,20293,581,1830,186,23530,19,530,17,56,27,13,0,48,7,28,1251,11,198,723,212,6,14,19,7,4,5,6,416,26,2,1,5,73,26280,4,216,1475,157,2964,32,85,686,238,7,56984,27,1,43,1946,4574,14,7,185,8,1190,493,3687,18,0,6,1560,2,28,4,41307
4-Jun-13,5919,17,427,97,1777,3,21,75,90161,2,437,0,609,39,22,139,2,30,327,0,4,2424,3727,4370,14,138,571,25333,809,1670,160,24368,11,601,24,9,46,11,4,75,2,23,1239,10,526,733,234,3,3,10,24,41,5,4,499,31,3,7,1,85,28451,2,286,3243,122,3406,19,46,266,1279,7,89100,22,2,39,1079,3508,14,20,254,3,1140,560,4501,20,3,3,1936,3,16,6,47370
5-Jun-13,6982,11,376,121,1608,24,13,52,87385,4,421,4,1044,14,8,122,3,159,269,6,3,2248,2590,3682,2,151,510,27613,597,1825,272,26374,19,1546,42,5,26,16,1,130,2,25,1816,9,293,268,274,19,11,1,23,5,3,0,636,4,3,7,2,70,26852,2,225,2653,230,3274,57,41,187,924,2,66114,35,2,69,663,2652,12,2,643,3,1220,271,4432,23,10,4,2924,4,21,4,49613
6-Jun-13,12239,1,392,72,2140,8,4,70,86482,4,431,1,432,17,14,225,4,79,280,0,2,3025,4635,3080,3,219,608,21050,427,1743,322,25819,24,496,40,5,28,13,1,180,8,47,1493,27,206,128,201,19,14,4,17,4,4,4,381,3,7,6,4,63,35797,0,270,5032,128,3208,26,45,195,440,16,59415,71,2,30,470,2278,11,9,352,1,1274,305,3524,33,2,2,3184,0,34,3,50496
7-Jun-13,8784,0,386,65,1564,6,2,58,81624,3,782,2,713,10,27,137,7,24,217,3,1,2625,4129,3289,3,131,438,19160,438,2937,185,27031,13,339,23,2,12,14,2,60,21,31,1280,14,221,116,179,11,1,3,18,6,2,10,351,1,7,3,3,65,34295,1,208,3436,144,2709,25,19,189,335,6,52272,43,1,36,511,1887,4,9,277,0,1258,338,7112,27,3,7,2700,3,12,3,44910
2-Jul-13,3355,0,236,39,906,9,6,108,42887,6,290,2,187,43,12,26,0,32,129,5,2,1407,1192,1687,0,66,385,12315,183,1487,111,12741,14,225,11,0,6,27,2,20,10,38,2377,4,493,50,176,4,0,0,11,3,2,5,499,2,0,1,0,44,13595,1,86,887,80,2285,29,12,80,353,0,28482,12,0,8,619,3033,2,4,97,2,848,0,2159,23,2,0,700,0,4,4,28974
3-Jul-13,4725,4,428,86,1995,2,9,121,78604,13,333,0,377,27,1,228,2,18,429,2,0,1967,3891,2860,2,86,401,20281,404,1693,294,24163,15,2020,17,8,24,17,2,27,6,38,1413,7,325,73,183,0,0,5,11,2,6,2,533,2,1,2,1,39,28560,2,123,9796,157,3164,49,9,95,373,14,54497,26,0,35,463,3564,10,3,237,3,4839,0,3429,20,6,72,1763,2,10,6,51606
5-Jul-13,6331,3,430,25,1458,4,7,58,68276,2,329,1,454,9,8,153,3,14,157,1,1,1973,3322,2052,1,120,239,19597,333,2075,183,20598,13,289,10,0,10,10,4,176,2,30,1432,24,238,49,106,5,5,1,3,4,2,1,374,9,2,1,2,55,24465,0,74,9928,175,2567,19,16,72,436,9,49346,67,0,14,308,2989,18,5,149,4,1513,0,3884,35,2,2,1601,1,8,2,50192
8-Jul-13,10261,6,726,93,3524,33,122,72,133921,19,1270,0,1049,13,6,142,2,81,521,0,2,5234,4775,5216,13,249,1163,48767,654,3083,295,44829,15,613,51,6,55,15,6,322,1,34,12547,11,492,155,554,246,0,10,12,31,2,9,639,0,3,14,4,146,51599,349,451,4497,103,5899,67,36,615,836,86,104729,69,0,41,617,45411,16,3,317,4,2575,0,7478,13,0,12,3072,120,42,18,78462
9-Jul-13,6685,5,476,62,2117,4,56,289,89232,6,423,1,326,4,6,93,1,21,243,4,2,2379,2605,2562,1,97,722,24115,354,3693,439,21160,16,558,34,16,26,12,1,55,5,14,2685,7,218,380,427,244,2,25,9,1,3,5,397,2,1,5,3,115,26649,15,245,2435,299,3464,26,41,153,266,21,52450,30,4,167,1096,4979,7,3,226,3,1419,0,4563,15,7,3,1863,29,105,3,54664
10-Jul-13,6244,0,356,93,1620,4,21,81,84344,13,273,1,236,6,3,200,3,15,257,3,2,3024,2656,2701,19,115,456,21797,398,2074,199,25607,6,1953,51,9,9,12,1,127,2,33,1856,21,184,239,189,33,3,28,12,35,1,7,403,2,2,7,10,71,27417,9,320,6240,144,3452,26,25,90,370,16,75912,28,1,28,1126,3324,9,7,239,0,1609,0,3655,15,9,0,3571,5,45,1,46749
11-Jul-13,5672,5,550,144,2747,23,11,66,83671,16,428,1,267,12,6,371,6,418,375,0,1,2381,3114,2882,6,109,368,21433,439,3485,162,26980,10,368,34,7,14,10,3,96,6,78,1609,8,272,240,144,11,11,7,2,62,7,3,322,2,5,11,4,89,23782,0,197,8642,59,3368,114,18,150,792,6,58479,29,0,21,551,3700,2,2,238,1,2865,0,3655,17,5,44,1522,5,38,10,44372
12-Jul-13,6293,20,632,84,2004,268,9,46,80946,3,177,4,159,3,11,146,1,52,292,1,0,2472,3438,2493,3,102,397,21529,451,1957,195,23905,11,368,23,22,15,18,0,69,4,45,1502,9,561,503,174,22,4,3,6,10,4,1,381,7,1,11,1,60,28897,1,123,3509,470,2772,46,14,138,737,12,57700,70,0,24,421,2394,7,2,156,2,1786,0,3888,22,0,0,1820,1,12,4,46388
15-Jul-13,5444,3,375,72,2133,106,5,43,77927,3,284,4,243,6,4,237,2,10,289,2,1,2487,3206,3026,2,130,302,19874,510,2074,180,26352,97,341,18,3,10,11,5,47,2,54,1351,6,248,91,155,21,7,1,13,111,4,4,439,4,8,2,1,112,33385,1,372,5735,253,3914,32,19,87,545,28,58987,28,0,35,407,3203,0,3,227,4,4570,0,3860,29,4,4,1865,9,40,11,45861
16-Jul-13,5914,4,564,69,1629,113,5,113,72176,3,514,1,1693,18,5,95,2,18,499,2,0,2403,3057,2789,5,119,387,23501,345,1843,254,25349,32,487,27,6,13,18,0,99,8,27,2114,10,264,99,216,29,1,1,93,9,0,2,483,1,18,8,7,194,23962,0,161,3285,78,3585,14,4,123,367,50,62473,257,0,28,473,4598,8,7,422,32,1927,0,4922,28,1,4,1408,2,37,5,49108
17-Jul-13,5775,5,556,115,1686,18,5,31,79312,0,303,0,556,6,4,379,2,50,929,5,1,2072,2474,2932,8,92,441,25080,386,1711,889,25989,32,2157,24,14,35,18,1,158,8,42,2528,6,265,76,205,11,8,0,5,3,4,0,1732,1,3,22,2,90,27382,2,222,8675,46,3833,20,18,379,327,18,56976,24,6,36,498,3182,3,3,247,7,1398,0,3798,11,5,1,1484,1,53,4,42993
18-Jul-13,7834,9,563,75,2076,106,6,46,78236,3,390,0,616,6,3,196,7,470,382,23,1,1992,2645,3326,0,112,457,25897,362,2049,395,25160,23,548,23,3,21,16,1,47,34,46,2068,8,324,95,424,68,3,0,34,7,3,1,1082,1,0,9,2,108,44376,0,195,6510,68,3652,31,10,151,428,11,61516,63,10,90,835,2514,8,39,980,4,1610,0,3708,12,3,0,1736,0,40,5,39983
19-Jul-13,6781,3,417,98,1629,14,1,112,82687,0,308,0,311,33,9,100,1,49,277,7,0,2238,2951,2757,0,103,367,19585,314,1664,257,25301,12,472,27,10,14,38,6,35,6,20,1717,10,215,100,288,122,39,0,69,5,8,2,1170,3,3,12,3,62,26048,0,162,2199,63,3027,32,37,127,306,13,57252,69,1,82,470,2029,25,2,448,7,1607,0,4329,12,2,8,1500,3,66,2,44267
22-Jul-13,13299,8,1229,143,3121,45,15,51,154556,0,1042,0,294,103,18,494,2,24,848,0,0,4805,5667,6473,0,186,497,42510,809,3935,354,56602,42,850,29,8,121,39,12,50,8,74,3488,16,554,160,428,39,10,0,82,2,11,0,1188,2,0,4,6,131,73484,6,278,23804,85,6186,35,34,146,577,21,92787,71,2,34,3860,4536,16,13,531,1,2920,0,7318,27,0,6,2838,8,54,22,80546
23-Jul-13,5870,0,805,880,1555,21,24,49,100783,3,567,1,347,28,8,359,0,17,380,4,2,2272,2493,10818,0,112,411,19524,355,1877,315,27749,37,446,19,23,31,272,4,74,6,56,2823,29,272,106,226,10,2,0,21,1,24,0,749,5,6,5,5,60,32997,0,158,6823,75,3282,16,88,85,409,9,53826,49,35,30,1909,2015,104,15,323,18,1420,0,4637,15,5,1,1350,1,24,8,42612
24-Jul-13,6190,4,560,404,1411,7,8,63,87754,0,701,0,557,47,2,304,3,38,375,6,0,2577,2976,3618,3,105,569,25903,477,3616,602,27046,20,2153,21,39,28,20,1,80,6,31,1855,17,405,79,207,2,5,3,18,0,9,2,584,0,14,3,1,88,33514,1,268,8240,29,3339,30,23,110,1103,21,60546,42,13,30,940,2263,16,47,543,4,1583,0,8594,29,5,13,1752,4,25,10,34645
25-Jul-13,6643,1,644,223,1458,61,9,38,86440,5,1285,1,649,146,67,107,2,248,296,2,1,2142,2702,2949,0,100,423,21300,422,1868,399,23122,28,609,15,60,64,29,22,72,54,41,1925,13,338,106,186,8,3,15,23,1,2,1,682,2,0,2,16,130,26578,7,194,4660,35,3547,4,32,91,615,1,54071,36,4,115,709,2502,15,10,438,14,1657,0,4515,87,17,10,1668,1,42,7,33218
26-Jul-13,6367,2,444,159,1710,58,2,61,90264,2,5769,0,200,24,9,209,6,32,326,0,0,2175,3341,3188,3,106,437,17704,452,3161,203,21780,27,1264,16,18,19,15,13,39,31,28,1288,2,306,137,152,3,16,2,9,2,6,2,451,6,3,8,0,110,32842,0,146,4909,52,2957,14,20,72,404,9,57661,96,0,44,563,2624,10,17,301,33,1607,0,2992,53,23,3,1605,7,23,13,40730
29-Jul-13,7462,2,513,180,1924,31,3,22,98688,5,594,0,1223,12,10,73,12,152,323,3,0,1980,2438,2595,1,126,303,21157,401,1695,208,23782,239,400,8,15,75,25,7,82,1,30,1881,6,285,100,233,33,2,2,9,2,10,3,421,2,2,9,4,92,28798,0,174,2223,54,4063,23,35,85,835,1,52636,27,0,156,339,2615,15,6,714,19,1671,0,4156,15,12,11,1213,153,31,4,40103
30-Jul-13,3932,4,373,49,1850,100,6,237,73385,4,377,0,989,1,1,136,6,48,214,3,0,1908,2143,1868,1,77,303,13955,363,2220,63,16376,49,368,18,2,30,23,1,10,14,18,947,11,180,82,151,14,0,9,32,0,5,1,365,0,2,3,0,64,23643,3,432,3709,35,2399,22,21,54,611,18,41683,30,10,60,382,1964,4,11,300,3,1159,0,2683,10,9,3,1128,21,10,4,26905
12-Aug-13,13750,25,905,124,2449,65,12,96,186179,4,567,2,300,26,4,1824,0,147,412,0,6,3894,4426,3884,4,159,768,38672,707,6123,213,43279,49,1226,46,37,44,63,30,189,8,111,2776,28,361,158,679,6,1,24,22,0,1,1,2206,8,0,21,3,48,56199,12,340,28146,748,4892,21,36,378,1073,18,92792,39,2,88,1151,13526,24,9,289,26,2611,0,7531,33,8,1,2229,2,30,4,74189
13-Aug-13,4628,0,346,79,1667,8,8,63,108268,2,413,4,339,8,8,401,10,27,328,2,0,2749,2739,2395,1,129,355,17380,447,2802,102,24019,31,530,19,3,11,33,10,57,7,60,1246,7,129,99,483,2,1,4,15,5,4,0,731,20,4,24,4,72,31181,2,291,8156,90,7401,51,24,128,485,16,56948,33,1,25,583,3952,10,6,236,5,1680,0,4865,34,6,1,1488,2,18,9,40978
14-Aug-13,4751,1,645,94,1988,8,8,52,108339,11,2962,0,1704,10,8,708,1,10,237,2,1,2736,2540,4431,3,121,394,20614,588,3648,450,22521,13,2024,12,5,11,31,1,33,3,42,1617,14,153,123,587,4,17,4,19,4,3,0,770,1,5,8,8,60,23472,0,408,11465,91,4284,44,23,102,562,10,52889,23,2,36,1001,3930,4,6,312,4,1490,0,4886,49,3,3,1347,1,20,12,43885
15-Aug-13,7275,11,464,84,2598,16,299,302,103940,4,1114,2,594,5,2,933,4,18,351,2,3,3299,2781,8140,4,140,453,20617,371,3036,274,22998,22,419,18,1,15,22,0,49,5,34,1905,20,181,39,444,5,2,4,16,5,2,0,462,6,0,23,160,64,24580,0,314,12601,168,3294,17,17,224,427,25,52701,22,0,106,632,4217,20,1,195,1,1524,0,3926,39,20,4,1702,4,17,7,45625
16-Aug-13,5075,5,408,61,3068,31,336,76,105826,4,629,1,429,3,29,379,3,16,308,5,4,3147,3608,3247,4,106,449,23824,389,2152,184,21546,18,376,10,7,6,25,2,172,1,61,1492,12,203,68,322,1,0,1,21,10,5,0,545,10,20,22,11,113,27226,0,247,4947,172,3975,22,21,78,441,33,53662,56,4,37,759,3376,43,5,175,6,1765,0,3157,25,4,4,1887,3,28,12,42356
19-Aug-13,5320,10,533,78,1562,18,33,49,108795,9,424,1,469,7,11,217,9,19,705,2,1,2482,2556,2271,2,115,381,18204,413,1754,246,24208,42,428,23,9,34,14,2,49,10,44,1363,22,286,133,320,6,7,4,18,6,12,2,518,7,11,5,7,73,22696,5,252,3867,164,3629,24,24,117,298,20,49031,17,4,85,711,4663,8,7,208,8,1699,0,6361,15,17,4,1346,2,22,7,53165
20-Aug-13,4335,6,338,124,1897,40,17,40,126058,1,830,25,418,4,7,308,10,77,910,2,1,7168,2500,2471,2,91,567,18607,349,4049,1889,23725,60,702,11,8,14,21,2,144,9,32,3754,6,251,88,484,2,19,4,27,2,5,0,520,3,8,8,3,62,27819,5,288,7293,140,3158,102,20,129,276,31,55686,19,2,47,737,7562,11,3,179,1,1561,0,19584,39,1,0,1315,3,7,5,64686
21-Aug-13,5105,4,614,44,2249,27,17,30,109908,7,1054,35,249,11,7,305,4,37,362,13,2,4113,2920,2930,1,71,622,18423,415,4032,527,25405,27,1574,18,3,60,11,4,76,5,49,2267,10,360,145,375,3,5,8,27,3,5,0,512,8,12,5,8,56,30003,3,229,6519,849,3275,28,16,75,691,9,54790,44,0,46,686,8359,6,4,273,0,1372,0,4927,61,9,2,1529,2,17,12,48360
22-Aug-13,4489,11,476,67,1681,9,6,71,109751,4,462,3,604,7,5,327,3,43,335,2,3,2541,3237,3362,1,109,428,18836,463,2896,396,22742,15,639,18,10,49,19,7,110,9,71,1702,12,311,80,717,3,7,21,20,1,3,0,447,6,18,10,6,72,25210,8,237,4386,339,3179,34,26,115,574,48,51986,836,0,42,726,4236,6,0,297,5,1409,0,3354,18,3,3,1843,163,18,9,65272
